REF_DATE,GEO,DGUID,Farm type,Program payments and market income,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2014,Newfoundland and Labrador,2016A000210,"Greenhouse, nursery and floriculture production",Net program payments,Dollars,81,units ,0,v52310504,2.6.1,10433.0,D,,,0
2014,Newfoundland and Labrador,2016A000210,"Greenhouse, nursery and floriculture production",Net market income,Dollars,81,units ,0,v52310505,2.6.2,5272.0,,,,0
2014,Newfoundland and Labrador,2016A000210,"Greenhouse, nursery and floriculture production",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310506,2.6.3,-21622.0,,,,0
2014,Newfoundland and Labrador,2016A000210,Other crop farming,Net program payments,Dollars,81,units ,0,v52310507,2.7.1,,x,,,0
2014,Newfoundland and Labrador,2016A000210,Other crop farming,Net market income,Dollars,81,units ,0,v52310508,2.7.2,,x,,,0
2014,Newfoundland and Labrador,2016A000210,Other crop farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310509,2.7.3,,x,,,0
2014,Newfoundland and Labrador,2016A000210,Animal production,Net program payments,Dollars,81,units ,0,v52310510,2.8.1,27990.0,A,,,0
2014,Newfoundland and Labrador,2016A000210,Animal production,Net market income,Dollars,81,units ,0,v52310511,2.8.2,133057.0,,,,0
2014,Newfoundland and Labrador,2016A000210,Animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310512,2.8.3,57842.0,,,,0
2014,Newfoundland and Labrador,2016A000210,"Beef cattle ranching and farming, including feedlots",Net program payments,Dollars,81,units ,0,v52310513,2.9.1,,x,,,0
2014,Newfoundland and Labrador,2016A000210,"Beef cattle ranching and farming, including feedlots",Net market income,Dollars,81,units ,0,v52310514,2.9.2,,x,,,0
2014,Newfoundland and Labrador,2016A000210,"Beef cattle ranching and farming, including feedlots",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310515,2.9.3,,x,,,0
2014,Newfoundland and Labrador,2016A000210,Dairy cattle and milk production,Net program payments,Dollars,81,units ,0,v52310516,2.10.1,47999.0,B,,,0
2014,Newfoundland and Labrador,2016A000210,Dairy cattle and milk production,Net market income,Dollars,81,units ,0,v52310517,2.10.2,260367.0,,,,0
2014,Newfoundland and Labrador,2016A000210,Dairy cattle and milk production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310518,2.10.3,146017.0,,,,0
2014,Newfoundland and Labrador,2016A000210,Hog and pig farming,Net program payments,Dollars,81,units ,0,v52310519,2.11.1,,x,,,0
2014,Newfoundland and Labrador,2016A000210,Hog and pig farming,Net market income,Dollars,81,units ,0,v52310520,2.11.2,,x,,,0
2014,Newfoundland and Labrador,2016A000210,Hog and pig farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310521,2.11.3,,x,,,0
2014,Newfoundland and Labrador,2016A000210,Poultry and egg production,Net program payments,Dollars,81,units ,0,v52310522,2.12.1,,x,,,0
2014,Newfoundland and Labrador,2016A000210,Poultry and egg production,Net market income,Dollars,81,units ,0,v52310523,2.12.2,,x,,,0
2014,Newfoundland and Labrador,2016A000210,Poultry and egg production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310524,2.12.3,,x,,,0
2014,Newfoundland and Labrador,2016A000210,Other animal production,Net program payments,Dollars,81,units ,0,v52310525,2.13.1,,x,,,0
2014,Newfoundland and Labrador,2016A000210,Other animal production,Net market income,Dollars,81,units ,0,v52310526,2.13.2,,x,,,0
2014,Newfoundland and Labrador,2016A000210,Other animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310527,2.13.3,,x,,,0
2014,Prince Edward Island,2016A000211,Crop production,Net program payments,Dollars,81,units ,0,v52310528,3.1.1,24144.0,B,,,0
2014,Prince Edward Island,2016A000211,Crop production,Net market income,Dollars,81,units ,0,v52310529,3.1.2,74229.0,,,,0
2014,Prince Edward Island,2016A000211,Crop production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310530,3.1.3,21377.0,,,,0
2014,Prince Edward Island,2016A000211,Oilseed and grain farming,Net program payments,Dollars,81,units ,0,v52310531,3.2.1,14523.0,E,,,0
2014,Prince Edward Island,2016A000211,Oilseed and grain farming,Net market income,Dollars,81,units ,0,v52310532,3.2.2,-1126.0,E,,,0
2014,Prince Edward Island,2016A000211,Oilseed and grain farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310533,3.2.3,-22890.0,E,,,0
2014,Prince Edward Island,2016A000211,Potato farming,Net program payments,Dollars,81,units ,0,v52310534,3.3.1,49182.0,B,,,0
2014,Prince Edward Island,2016A000211,Potato farming,Net market income,Dollars,81,units ,0,v52310535,3.3.2,178113.0,,,,0
2014,Prince Edward Island,2016A000211,Potato farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310536,3.3.3,63836.0,,,,0
2014,Prince Edward Island,2016A000211,Other vegetable (except potato) and melon farming,Net program payments,Dollars,81,units ,0,v52310537,3.4.1,7786.0,D,,,0
2014,Prince Edward Island,2016A000211,Other vegetable (except potato) and melon farming,Net market income,Dollars,81,units ,0,v52310538,3.4.2,52252.0,,,,0
2014,Prince Edward Island,2016A000211,Other vegetable (except potato) and melon farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310539,3.4.3,37731.0,,,,0
2014,Prince Edward Island,2016A000211,Fruit and tree nut farming,Net program payments,Dollars,81,units ,0,v52310540,3.5.1,,F,,,0
2014,Prince Edward Island,2016A000211,Fruit and tree nut farming,Net market income,Dollars,81,units ,0,v52310541,3.5.2,,F,,,0
2014,Prince Edward Island,2016A000211,Fruit and tree nut farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310542,3.5.3,,F,,,0
2014,Prince Edward Island,2016A000211,"Greenhouse, nursery and floriculture production",Net program payments,Dollars,81,units ,0,v52310543,3.6.1,,x,,,0
2014,Prince Edward Island,2016A000211,"Greenhouse, nursery and floriculture production",Net market income,Dollars,81,units ,0,v52310544,3.6.2,,x,,,0
2014,Prince Edward Island,2016A000211,"Greenhouse, nursery and floriculture production",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310545,3.6.3,,x,,,0
2014,Prince Edward Island,2016A000211,Other crop farming,Net program payments,Dollars,81,units ,0,v52310546,3.7.1,648.0,C,,,0
2014,Prince Edward Island,2016A000211,Other crop farming,Net market income,Dollars,81,units ,0,v52310547,3.7.2,8373.0,,,,0
2014,Prince Edward Island,2016A000211,Other crop farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310548,3.7.3,,x,,,0
2014,Prince Edward Island,2016A000211,Animal production,Net program payments,Dollars,81,units ,0,v52310549,3.8.1,7132.0,B,,,0
2014,Prince Edward Island,2016A000211,Animal production,Net market income,Dollars,81,units ,0,v52310550,3.8.2,51370.0,,,,0
2014,Prince Edward Island,2016A000211,Animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310551,3.8.3,23925.0,,,,0
2014,Prince Edward Island,2016A000211,"Beef cattle ranching and farming, including feedlots",Net program payments,Dollars,81,units ,0,v52310552,3.9.1,4057.0,B,,,0
2014,Prince Edward Island,2016A000211,"Beef cattle ranching and farming, including feedlots",Net market income,Dollars,81,units ,0,v52310553,3.9.2,14415.0,,,,0
2014,Prince Edward Island,2016A000211,"Beef cattle ranching and farming, including feedlots",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310554,3.9.3,2978.0,,,,0
2014,Prince Edward Island,2016A000211,Dairy cattle and milk production,Net program payments,Dollars,81,units ,0,v52310555,3.10.1,7679.0,C,,,0
2014,Prince Edward Island,2016A000211,Dairy cattle and milk production,Net market income,Dollars,81,units ,0,v52310556,3.10.2,134553.0,,,,0
2014,Prince Edward Island,2016A000211,Dairy cattle and milk production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310557,3.10.3,75268.0,,,,0
2014,Prince Edward Island,2016A000211,Hog and pig farming,Net program payments,Dollars,81,units ,0,v52310558,3.11.1,,x,,,0
2014,Prince Edward Island,2016A000211,Hog and pig farming,Net market income,Dollars,81,units ,0,v52310559,3.11.2,,x,,,0
2014,Prince Edward Island,2016A000211,Hog and pig farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310560,3.11.3,,x,,,0
2014,Prince Edward Island,2016A000211,Poultry and egg production,Net program payments,Dollars,81,units ,0,v52310561,3.12.1,,x,,,0
2014,Prince Edward Island,2016A000211,Poultry and egg production,Net market income,Dollars,81,units ,0,v52310562,3.12.2,,x,,,0
2014,Prince Edward Island,2016A000211,Poultry and egg production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310563,3.12.3,,x,,,0
2014,Prince Edward Island,2016A000211,Other animal production,Net program payments,Dollars,81,units ,0,v52310564,3.13.1,8846.0,E,,,0
2014,Prince Edward Island,2016A000211,Other animal production,Net market income,Dollars,81,units ,0,v52310565,3.13.2,-10442.0,E,,,0
2014,Prince Edward Island,2016A000211,Other animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310566,3.13.3,-26214.0,E,,,0
2014,Nova Scotia,2016A000212,Crop production,Net program payments,Dollars,81,units ,0,v52310567,4.1.1,6283.0,B,,,0
2014,Nova Scotia,2016A000212,Crop production,Net market income,Dollars,81,units ,0,v52310568,4.1.2,34595.0,,,,0
2014,Nova Scotia,2016A000212,Crop production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310569,4.1.3,16394.0,,,,0
2014,Nova Scotia,2016A000212,Oilseed and grain farming,Net program payments,Dollars,81,units ,0,v52310570,4.2.1,6253.0,B,,,0
2014,Nova Scotia,2016A000212,Oilseed and grain farming,Net market income,Dollars,81,units ,0,v52310571,4.2.2,12864.0,,,,0
2014,Nova Scotia,2016A000212,Oilseed and grain farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310572,4.2.3,-2964.0,,,,0
2014,Nova Scotia,2016A000212,Potato farming,Net program payments,Dollars,81,units ,0,v52310573,4.3.1,,x,,,0
2014,Nova Scotia,2016A000212,Potato farming,Net market income,Dollars,81,units ,0,v52310574,4.3.2,,x,,,0
2014,Nova Scotia,2016A000212,Potato farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310575,4.3.3,,x,,,0
2014,Nova Scotia,2016A000212,Other vegetable (except potato) and melon farming,Net program payments,Dollars,81,units ,0,v52310576,4.4.1,4657.0,C,,,0
2014,Nova Scotia,2016A000212,Other vegetable (except potato) and melon farming,Net market income,Dollars,81,units ,0,v52310577,4.4.2,32717.0,,,,0
2014,Nova Scotia,2016A000212,Other vegetable (except potato) and melon farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310578,4.4.3,16534.0,,,,0
2014,Nova Scotia,2016A000212,Fruit and tree nut farming,Net program payments,Dollars,81,units ,0,v52310579,4.5.1,5755.0,B,,,0
2014,Nova Scotia,2016A000212,Fruit and tree nut farming,Net market income,Dollars,81,units ,0,v52310580,4.5.2,43712.0,,,,0
2014,Nova Scotia,2016A000212,Fruit and tree nut farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310581,4.5.3,26822.0,,,,0
2014,Nova Scotia,2016A000212,"Greenhouse, nursery and floriculture production",Net program payments,Dollars,81,units ,0,v52310582,4.6.1,5952.0,D,,,0
2014,Nova Scotia,2016A000212,"Greenhouse, nursery and floriculture production",Net market income,Dollars,81,units ,0,v52310583,4.6.2,18188.0,,,,0
2014,Nova Scotia,2016A000212,"Greenhouse, nursery and floriculture production",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310584,4.6.3,-9905.0,,,,0
2014,Nova Scotia,2016A000212,Other crop farming,Net program payments,Dollars,81,units ,0,v52310585,4.7.1,9627.0,D,,,0
2014,Nova Scotia,2016A000212,Other crop farming,Net market income,Dollars,81,units ,0,v52310586,4.7.2,17317.0,,,,0
2014,Nova Scotia,2016A000212,Other crop farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310587,4.7.3,240.0,,,,0
2014,Nova Scotia,2016A000212,Animal production,Net program payments,Dollars,81,units ,0,v52310588,4.8.1,24009.0,C,,,0
2014,Nova Scotia,2016A000212,Animal production,Net market income,Dollars,81,units ,0,v52310589,4.8.2,38892.0,,,,0
2014,Nova Scotia,2016A000212,Animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310590,4.8.3,4966.0,,,,0
2014,Nova Scotia,2016A000212,"Beef cattle ranching and farming, including feedlots",Net program payments,Dollars,81,units ,0,v52310591,4.9.1,1919.0,D,,,0
2014,Nova Scotia,2016A000212,"Beef cattle ranching and farming, including feedlots",Net market income,Dollars,81,units ,0,v52310592,4.9.2,5418.0,,,,0
2014,Nova Scotia,2016A000212,"Beef cattle ranching and farming, including feedlots",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310593,4.9.3,-4181.0,,,,0
2014,Nova Scotia,2016A000212,Dairy cattle and milk production,Net program payments,Dollars,81,units ,0,v52310594,4.10.1,7595.0,C,,,0
2014,Nova Scotia,2016A000212,Dairy cattle and milk production,Net market income,Dollars,81,units ,0,v52310595,4.10.2,160428.0,,,,0
2014,Nova Scotia,2016A000212,Dairy cattle and milk production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310596,4.10.3,97836.0,,,,0
2014,Nova Scotia,2016A000212,Hog and pig farming,Net program payments,Dollars,81,units ,0,v52310597,4.11.1,,x,,,0
2014,Nova Scotia,2016A000212,Hog and pig farming,Net market income,Dollars,81,units ,0,v52310598,4.11.2,,x,,,0
2014,Nova Scotia,2016A000212,Hog and pig farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310599,4.11.3,,x,,,0
2014,Nova Scotia,2016A000212,Poultry and egg production,Net program payments,Dollars,81,units ,0,v52310600,4.12.1,31214.0,C,,,0
2014,Nova Scotia,2016A000212,Poultry and egg production,Net market income,Dollars,81,units ,0,v52310601,4.12.2,158467.0,,,,0
2014,Nova Scotia,2016A000212,Poultry and egg production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310602,4.12.3,98683.0,,,,0
2014,Nova Scotia,2016A000212,Other animal production,Net program payments,Dollars,81,units ,0,v52310603,4.13.1,71131.0,D,,,0
2014,Nova Scotia,2016A000212,Other animal production,Net market income,Dollars,81,units ,0,v52310604,4.13.2,-86973.0,,,,0
2014,Nova Scotia,2016A000212,Other animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310605,4.13.3,-121454.0,,,,0
2014,New Brunswick,2016A000213,Crop production,Net program payments,Dollars,81,units ,0,v52310606,5.1.1,18370.0,B,,,0
2014,New Brunswick,2016A000213,Crop production,Net market income,Dollars,81,units ,0,v52310607,5.1.2,59038.0,,,,0
2014,New Brunswick,2016A000213,Crop production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310608,5.1.3,17540.0,,,,0
2014,New Brunswick,2016A000213,Oilseed and grain farming,Net program payments,Dollars,81,units ,0,v52310609,5.2.1,,F,,,0
2014,New Brunswick,2016A000213,Oilseed and grain farming,Net market income,Dollars,81,units ,0,v52310610,5.2.2,,F,,,0
2014,New Brunswick,2016A000213,Oilseed and grain farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310611,5.2.3,,F,,,0
2014,New Brunswick,2016A000213,Potato farming,Net program payments,Dollars,81,units ,0,v52310612,5.3.1,42732.0,B,,,0
2014,New Brunswick,2016A000213,Potato farming,Net market income,Dollars,81,units ,0,v52310613,5.3.2,142408.0,,,,0
2014,New Brunswick,2016A000213,Potato farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310614,5.3.3,49013.0,,,,0
2014,New Brunswick,2016A000213,Other vegetable (except potato) and melon farming,Net program payments,Dollars,81,units ,0,v52310615,5.4.1,1697.0,B,,,0
2014,New Brunswick,2016A000213,Other vegetable (except potato) and melon farming,Net market income,Dollars,81,units ,0,v52310616,5.4.2,18961.0,,,,0
2014,New Brunswick,2016A000213,Other vegetable (except potato) and melon farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310617,5.4.3,7815.0,,,,0
2014,New Brunswick,2016A000213,Fruit and tree nut farming,Net program payments,Dollars,81,units ,0,v52310618,5.5.1,7376.0,D,,,0
2014,New Brunswick,2016A000213,Fruit and tree nut farming,Net market income,Dollars,81,units ,0,v52310619,5.5.2,29363.0,,,,0
2014,New Brunswick,2016A000213,Fruit and tree nut farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310620,5.5.3,11012.0,,,,0
2014,New Brunswick,2016A000213,"Greenhouse, nursery and floriculture production",Net program payments,Dollars,81,units ,0,v52310621,5.6.1,,x,,,0
2014,New Brunswick,2016A000213,"Greenhouse, nursery and floriculture production",Net market income,Dollars,81,units ,0,v52310622,5.6.2,,x,,,0
2014,New Brunswick,2016A000213,"Greenhouse, nursery and floriculture production",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310623,5.6.3,,x,,,0
2014,New Brunswick,2016A000213,Other crop farming,Net program payments,Dollars,81,units ,0,v52310624,5.7.1,3474.0,C,,,0
2014,New Brunswick,2016A000213,Other crop farming,Net market income,Dollars,81,units ,0,v52310625,5.7.2,52891.0,,,,0
2014,New Brunswick,2016A000213,Other crop farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310626,5.7.3,20157.0,,,,0
2014,New Brunswick,2016A000213,Animal production,Net program payments,Dollars,81,units ,0,v52310627,5.8.1,5559.0,C,,,0
2014,New Brunswick,2016A000213,Animal production,Net market income,Dollars,81,units ,0,v52310628,5.8.2,65188.0,,,,0
2014,New Brunswick,2016A000213,Animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310629,5.8.3,37123.0,,,,0
2014,New Brunswick,2016A000213,"Beef cattle ranching and farming, including feedlots",Net program payments,Dollars,81,units ,0,v52310630,5.9.1,3154.0,A,,,0
2014,New Brunswick,2016A000213,"Beef cattle ranching and farming, including feedlots",Net market income,Dollars,81,units ,0,v52310631,5.9.2,7265.0,,,,0
2014,New Brunswick,2016A000213,"Beef cattle ranching and farming, including feedlots",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310632,5.9.3,-2802.0,,,,0
2014,New Brunswick,2016A000213,Dairy cattle and milk production,Net program payments,Dollars,81,units ,0,v52310633,5.10.1,8074.0,C,,,0
2014,New Brunswick,2016A000213,Dairy cattle and milk production,Net market income,Dollars,81,units ,0,v52310634,5.10.2,140940.0,,,,0
2014,New Brunswick,2016A000213,Dairy cattle and milk production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310635,5.10.3,77146.0,,,,0
2014,New Brunswick,2016A000213,Hog and pig farming,Net program payments,Dollars,81,units ,0,v52310636,5.11.1,,x,,,0
2014,New Brunswick,2016A000213,Hog and pig farming,Net market income,Dollars,81,units ,0,v52310637,5.11.2,,x,,,0
2014,New Brunswick,2016A000213,Hog and pig farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310638,5.11.3,,x,,,0
2014,New Brunswick,2016A000213,Poultry and egg production,Net program payments,Dollars,81,units ,0,v52310639,5.12.1,,F,,,0
2014,New Brunswick,2016A000213,Poultry and egg production,Net market income,Dollars,81,units ,0,v52310640,5.12.2,,F,,,0
2014,New Brunswick,2016A000213,Poultry and egg production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310641,5.12.3,,F,,,0
2014,New Brunswick,2016A000213,Other animal production,Net program payments,Dollars,81,units ,0,v52310642,5.13.1,,F,,,0
2014,New Brunswick,2016A000213,Other animal production,Net market income,Dollars,81,units ,0,v52310643,5.13.2,,F,,,0
2014,New Brunswick,2016A000213,Other animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310644,5.13.3,,F,,,0
2014,Quebec,2016A000224,Crop production,Net program payments,Dollars,81,units ,0,v52310645,6.1.1,10651.0,B,,,0
2014,Quebec,2016A000224,Crop production,Net market income,Dollars,81,units ,0,v52310646,6.1.2,39203.0,,,,0
2014,Quebec,2016A000224,Crop production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310647,6.1.3,8470.0,,,,0
